Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2022-0514-AFG,2022,0514,,Natural,Hydrological,Flood,Flash flood,,,Afghanistan,AFG,Southern Asia,Asia,"Kapisa, Khost, Nangarhar; Siagard and Shenwari districts (Parwan), Paktia, Paktika, Logar, Maidan-Wardak, Ghazni, Kunar, Laghman, Wardak, Nuristan , Zabul, Faryab, Farah, Kundoz provinces",Heavy rains,,,,,,,,Km2,,,,,2022,8,16,2022,8,21,180,250,18600,,18850,,,,,,,,1,277;278;279;286;287;288;289;290;291;292;294;295;296;302;303;99880,,"Farah, Faryab, Ghazni, Kapisa, Khost, Kunar, Kunduz, Laghman, Logar, Nangarhar, Nuristan, Paktika, Paktya, Parwan, Wardak, Zabul (Adm1)."
2022-0523-AFG,2022,0523,,Natural,Hydrological,Flood,Flash flood,,,Afghanistan,AFG,Southern Asia,Asia,"Kunar, Laghman, Nangarhar & Nuristan Provinces",Heavy rains,,,,,,,,Km2,,,,,2022,6,22,2022,6,22,19,91,1288,,1379,,,,,,,,1,288;290;292;294,,"Kunar, Laghman, Nangarhar, Nuristan (Adm1)."
2022-0183-AUS,2022,0183,,Natural,Hydrological,Flood,,,,Australia,AUS,Australia and New Zealand,Oceania,South-east Queensland (QLD); northern New South Wales (NSW),Heavy rains,,,,,,,,Km2,,,,,2022,3,25,2022,3,31,4,12,6000,,6012,,,,,,,,1,470;473,,"New South Wales, Queensland (Adm1)."
2022-0396-AUS,2022,0396,,Natural,Hydrological,Flood,,,,Australia,AUS,Australia and New Zealand,Oceania,"New South Wales (south-east Australia), including Sydney City",Heavy rains,,,,,Yes,,,Km2,,,,"Hawkesbury, Nepean and Colo Rivers",2022,7,1,2022,7,3,1,,600,,600,,,,,3300000,,,1,470,,New South Wales (Adm1).
2022-0679-AUS,2022,0679,,Natural,Hydrological,Flood,,,,Australia,AUS,Australia and New Zealand,Oceania,"Victoria, New South Wales and Tasmania",Heavy rains,,,,,Yes,,,Km2,,,,,2022,10,12,2022,10,15,2,,102000,,102000,,,,,100000,,,1,470;475;476,,"New South Wales, Tasmania, Victoria (Adm1)."
2022-0696-BEN,2022,0696,FL-2022-000332,Natural,Hydrological,Flood,,,,Benin,BEN,Western Africa,Africa,"Athieme (Mono department); Bonou (Oueme department); Karimama (Alibori department); Ouesse, Savalou, Zogbodome, Zagnanado, Tchaourou, Dangbo, Ze, Cotonou, Abomey-Calavi, So-Ava, Seme-Podji, Aguegues, Adjohoun, Dangbo, Ouinhi, Glazoue, Grand-Popo, Lokossa, Bopa, Malanville, Banikoara, Dassa-Zoume departments",Heavy rains,,,,,,,,Km2,,,,"Niger, Mono, and Oueme rivers",2022,9,,2022,10,25,44,,73000,,73000,,,,,,,,2,,5861;5864;5865;5876;5880;5883;5891;5893;5894;5895;5896;5908;5909;5910;5912;5914;5916;5917;5920;5921;5923;5934;5936;5937,"Abomey-calavi, Adjohoun, Aguegue, Athieme, Banikoara, Bonou, Bopa, Cotonou, Dangbo, Dassa, Glazoue, Grand-popo, Karimama, Lokossa, Malanville, Ouesse, Ouinhi, Savalou, Seme-kpodji, So-ava, Tchaourou, Zangnanado, Ze, Zogbodome (Adm2)."
2022-0695-BGD,2022,0695,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Sitrang',Bangladesh,BGD,Southern Asia,Asia,"Chittagong, Barisal",,,,,,,,95,Kph,,,,,2022,10,24,2022,10,25,35,,50000,,50000,,,,,,,,1,575;576,,"Barisal, Chittagong (Adm1)."
2022-0340-BGD,2022,0340,FL-2022-000217,Natural,Hydrological,Flood,,,,Bangladesh,BGD,Southern Asia,Asia,"Shariatpur & Madaripur districts ; Kurigram, Gaibandha, Lalmonirhat, Nilphamari, Bogra, Jamalpur, and Sirajganj (Sylhet division)",Heavy rains,,,,,,,,Km2,,,,,2022,5,17,2022,6,28,82,,7200000,,7200000,,,,,,,,2,,5782;5784;5792;5805;5807;5809;5810;5814;5819,"Bogra, Gaibandha, Jamalpur, Kurigram, Lalmonirhat, Madaripur, Nilphamari, Shariatpur, Sirajganj (Adm2)."
2022-0585-BGR,2022,0585,FL-2022-000312,Natural,Hydrological,Flood,Flash flood,,,Bulgaria,BGR,Eastern Europe,Europe,"Karlovo, Kaloyanovo and Maritsa (Plovdiv province)",Heavy rains,,,,,,,,Km2,,,,Stryama river,2022,9,2,2022,9,2,,,10937,,10937,,,,,46000,,,2,,11969;11970;11973,"Kalojanovo, Karlovo, Maritca (Adm2)."
2022-0231-BIH,2022,0231,,Natural,Geophysical,Earthquake,Ground movement,,,Bosnia and Herzegovina,BIH,Southern Europe,Europe,Ljubinje and Capljina,,,,,,,,6,Richter,,,01:07,,2022,4,23,2022,4,23,1,2,1050,,1052,,,,,,,,2,,6286,Ljubinje (Adm2).
2022-0719-BLZ,2022,0719,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Lisa',Belize,BLZ,Central America,Americas,Dangriga and Belize City,,,,,Yes,,,120,Kph,,,,,2022,11,3,2022,11,3,,,172000,150,172150,,,,,,,,,,,
2022-0265-BRA,2022,0265,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,Florianopolis and Vale do Itajai (Santa Catarina State ),Heavy rain,,,,,Yes,,,Km2,,,,,2022,5,3,2022,5,5,3,,44000,,44000,,,,,91000,,,2,,6934;10773;10811,"Florianopolis, Itajai, Valenca (Adm2)."
2022-0409-BRA,2022,0409,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Alagoas, Pernambuco, and Rio Grande do Norte States",Heavy rains,,,,,Yes,,,Km2,,,,,2022,7,5,2022,7,6,6,,59000,,59000,,,,,,,,1,666;681;684,,"Alagoas, Pernambuco, Rio Grande Do Norte (Adm1)."
2022-0175-CAF,2022,0175,FR-2022-000179,Natural,Climatological,Wildfire,,,,Central African Republic,CAF,Middle Africa,Africa,Bakala (Ouaka),Drought and very high temperatures,,,,,,,,Km2,,,,,2022,2,24,2022,2,25,,,30000,,30000,,,,,,,,2,,12882,Bakala (Adm2).
2022-0325-CAN,2022,0325,,Natural,Meteorological,Storm,Convective storm,Derecho,,Canada,CAN,Northern America,Americas,"Toronto, Ottawa, Montreal, Ontario, Quebec",,,,,,,,,Kph,,,,,2022,5,19,2022,5,26,10,,,,,,,,,,,,2,,12671;12713,"Montreal, Ottawa (Adm2)."
2022-0603-CAN,2022,0603,TC-2022-000314,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Fiona',Canada,CAN,Northern America,Americas,"Nova Scotia, Prince Edward Island, Newfoundland, and Quebec",,,,,,,,,Kph,,,,,2022,9,24,2022,9,25,1,,4000,,4000,,,,,,,,1,829;831;834;835,,"Newfoundland and Labrador / Terre-Neuve-et-Labrador, Nova Scotia / Nouvelle-écosse, Prince Edward Island / Île-du-Prince-Edouard, Quebec / Québec (Adm1)."
2022-0266-CAN,2022,0266,,Natural,Hydrological,Flood,,,,Canada,CAN,Northern America,Americas,Southern Manitoba Province,Heavi rains,,,,,Yes,,,Km2,,,,,2022,4,,2022,5,5,,,1000,,1000,,,,,,,,,,,
2022-0304-CAN,2022,0304,,Natural,Hydrological,Flood,,,,Canada,CAN,Northern America,Americas,"Manitoba, northern Alberta and Northwest Territories","Ice jams, rain and melting snow",,,,,Yes,,,Km2,,,,,2022,5,,2022,5,20,,,1000,,1000,,,,,,,,1,825;827;830,,"Alberta, Manitoba, Northwest Territories / Territoires du Nord-Ouest (Adm1)."
2022-0411-CHN,2022,0411,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan,,,,,,,,6,Richter,33.373,101.887,,,2022,6,10,2022,6,10,,4,780,,784,,,,,,,,1,924,,Sichuan Sheng (Adm1).
2022-0567-CHN,2022,0567,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan province,,,,,,,,7,Richter,29.726,102.279,12:52,,2022,9,5,2022,9,5,118,400,130000,,130400,,,,,,,,1,924,,Sichuan Sheng (Adm1).
2022-0515-CHN,2022,0515,FL-2022-000292,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,Xuwen county,Tropical Depression Mulan,,,,,,,,Km2,,,,,2022,8,10,2022,8,10,,,,,,,,,,,,,,,,
2022-0338-CMR,2022,0338,,Natural,Hydrological,Flood,Flash flood,,,Cameroon,CMR,Middle Africa,Africa,"Bamenda City (Northwest Region, north-west Cameroon)",Heavy rains,,,,,,,,Km2,,,,,2022,6,26,2022,6,26,2,95,153000,,153095,,,,,,,,,,,
2022-0774-CMR,2022,0774,,Natural,Hydrological,Landslide,Landslide,,,Cameroon,CMR,Middle Africa,Africa,Damas District (Yaounde),,,,,,,,,,,,,,2022,11,27,2022,11,27,14,,,,,,,,,,,,,,,
2022-0728-COL,2022,0728,,Natural,Hydrological,Landslide,Landslide,,,Colombia,COL,South America,Americas,Piojó Municipality (Atlantico Department); Villa Paraiso; Cartajena,,,,,,,,,,,,,,2022,11,6,2022,11,6,,11,1755,252,2018,,,,,,,,2,,13484;13503,"Cartagena (dist. Esp.), Piojo (Adm2)."
2022-0789-COL,2022,0789,,Natural,Hydrological,Landslide,Landslide,,,Colombia,COL,South America,Americas,Cabaña Sector (Risaralda Department),Heavy rains,,,,,,,,,,,,,2022,12,4,2022,12,4,34,6,,,6,,,,,,,,1,959,,Risaralda (Adm1).
2022-0647-COL,2022,0647,TC-2022-000343,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Julia',Colombia,COL,South America,Americas,San Andrés and Providencia Archipelago,,,,,,,,,Kph,,,,,2022,10,9,2022,10,10,,2,5000,,5002,,,,,,,,2,,13429,San Andres (Adm2).
2022-0367-CUB,2022,0367,,Natural,Meteorological,Storm,Tropical cyclone,,,Cuba,CUB,Caribbean,Americas,"Havana, Pinar del Río, Artemisa, Sancti Spíritus, and Matanzas provinces",,,,,,,,,Kph,,,,,2022,6,2,2022,6,3,3,,6780,,6780,,,,,,,,1;2,1019;1020;1021,14723,"Matanzas, Pinar Del Rio, Sancti Spiritus (Adm1). Artemisa (Adm2)."
2022-0614-CUB,2022,0614,TC-2022-000320,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Ian',Cuba,CUB,Caribbean,Americas,"Pinar del Rio, Artemisa, Havana, Isla de la Juventud.",,,,,,,,208,Kph,,,,,2022,9,26,2022,9,28,3,,600000,,600000,,,,,,,,1;2,1016;1020,14723,"Isla De La Juventud, Pinar Del Rio (Adm1). Artemisa (Adm2)."
2022-0366-CUB,2022,0366,,Natural,Hydrological,Flood,,,,Cuba,CUB,Caribbean,Americas,"Matanzas, San Juan y Martinez, Pinar del Río",Heavy rains,,,,,,,,Km2,,,,,2022,6,7,2022,6,8,3,,2300,,2300,,,,,,,,1,1019;1020,,"Matanzas, Pinar Del Rio (Adm1)."
2022-0603-DOM,2022,0603,TC-2022-000314,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Fiona',Dominican Republic (the),DOM,Caribbean,Americas,"La Altagracia, La Romana, El Seibo, Samana, Hato Mayor, María Trinidad Sanchez, Duarte, Monte Plata, La Vega, Espaillat, San Pedro de Macorís, San José de Ocoa, Puerto Plata and Sánchez Ramirez",,,,,,Yes,,150,Kph,,,,,2022,9,19,2022,9,20,2,,1434802,,1434802,,,,,,,,1,1113;1114;1115;1117;1119;1120;1121;1125;1127;1130;1131;36854;36856;36857,,"Duarte, El Seibo, Espaillat, Hato Mayor, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monte Plata, Puerto Plata, Samana, San José de Ocoa, San Pedro de Macoris, Sanchez Ramirez (Adm1)."
2022-0520-DZA,2022,0520,FR-2022-000297,Natural,Climatological,Wildfire,Forest fire,,,Algeria,DZA,Northern Africa,Africa,"Bejaia, Jijel, Souk Ahras, El Taref, Setif, Skikda, tipaza, tizi-ouzou, Guelma, Batna, Mila, Annaba, Constantine and Bordj Bou Arreridj",,,,,,,,,Km2,,,,,2022,8,16,2022,8,18,44,250,6518,,6768,,,,,,,,1,345;346;347;351;355;359;361;363;368;377;379;380;385;387,,"Annaba, Batna, Bechar, Bordj Bou Arrer, Constantine, El-Tarf, Guelma, Jijel, Mila, Setif, Skikda, Souk-Ahras, Tipaza, Tizi Ouzou (Adm1)."
2022-0177-ECU,2022,0177,EQ-2022-000194,Natural,Geophysical,Earthquake,Ground movement,,,Ecuador,ECU,South America,Americas,"Cotopaxi, Esmeraldas, Guayas, Imbabura, Los Ríos, Manabí, Pichincha, Santo Domingo de los Tsáchilas, Tungurahua",,,,,,,,6,Richter,0.909,-79.589,23:28,,2022,3,26,2022,3,26,1,2,7802,,7804,,,,,,,,1,1140;1142;1145;1147;1148;1155;22005;22006;22008,,"Cotopaxi, Esmeraldas, Guayas, Imbabura, Los Rios, Manabi, Pichincha, Santo Domingo de los Tsachilas, Tungurahua (Adm1)."
2022-0262-ECU,2022,0262,FL-2022-000164,Natural,Hydrological,Flood,,,,Ecuador,ECU,South America,Americas,"Balao,Quinsaloma, La Maná, Quilanga, Espíndola, Catamayo, Chila, Santa Elena, Camilo Enrique Ponce, Alfredo Baquerizo Moreno, Caluma, Zaruma counties; Cotopaxi, Pichincha,Los Ríos, El Oro provinces",,,,,,Yes,,,Km2,,,,,2022,3,,2022,4,,40,86,26663,,26749,,,,,,,,1;2,1140;22006;22007,15333;15371;15383;15414;15415;15447;15450;15457;22035;22052,"Cotopaxi, Pichincha, Santa Elena (Adm1). Alfredo Baquerizo Moreno, Balao, Caluma, Camilo ponce enriquez, Catamayo, Chilla, Espindola, Quilanga, Quinsaloma, Zaruma (Adm2)."
2022-0355-ESP,2022,0355,,Natural,Climatological,Wildfire,Forest fire,,,Spain,ESP,Southern Europe,Europe,"Zamora Province (Castile and León Autonomous Community); Navarra Autonomous Community; Lleida Province (Catalonia Autonomous Community); Malaga province (Andalusia region); Cáceres (Extremadura region); Lugo and Ourense provnces (Galicia region); Cabezo-Ladrillar-Monsagro (Salamanca province, Castile and León region)",Long-lasting extreme heat,,,,,,,,Km2,,,,,2022,6,18,2022,7,18,,,3500,,3500,,,,,,,,,,,
2022-0669-ETH,2022,0669,EP-2022-000323,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Ethiopia,ETH,Eastern Africa,Africa,"Harana Buluk and Berbere ( Bale Zone, Oromia Region)",,,,,,,,,Vaccinated,,,,,2022,9,16,2022,10,13,2,,258809,,258809,,,,,,,,,,,
2022-9174-ETH,2022,9174,DR-2022-000168,Natural,Climatological,Drought,Drought,,,Ethiopia,ETH,Eastern Africa,Africa,"Somali region and Oromia (Boran and Moyale zones), SNNP, South-West",La NIna,,,,,,,,Km2,,,,,2022,,,2022,6,,,,24100000,,24100000,,,,,640000,,,1,1236;47679,,"SNNPR, Somali (Adm1)."
2022-0716-ETH,2022,0716,,Natural,Hydrological,Flood,,,,Ethiopia,ETH,Eastern Africa,Africa,"Gambella, Amhara, Afar, Oromia",,,,,,,,,Km2,,,,"kobo, Alworo, Baro (Openo) and Gilo",2022,8,,2022,10,,,,264831,,264831,,,,,,,,1,1228;1229;1232;47678,,"Afar, Amhara, Gambela, Oromia (Adm1)."
2022-9405-FRA,2022,9405,,Natural,Climatological,Drought,Drought,,,France,FRA,Western Europe,Europe,,Lack of rains,,,,,,,,Km2,,,,,2022,7,,2022,8,,,,,,,,,,,,,,,,,
2022-9405-GBR,2022,9405,,Natural,Climatological,Drought,Drought,,,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,,,,,,,Yes,,,Km2,,,,,2022,4,,2022,8,,,,,,,,,,,,,,,,,
2022-0637-GHA,2022,0637,,Natural,Hydrological,Flood,,,,Ghana,GHA,Western Africa,Africa,Ga South Municipal District (Greater Accra Region),Heavy rains,,,,,,,,Km2,,,,,2022,10,4,2022,10,6,,,5000,,5000,,,,,,,,2,,190658,Ga Central Municipal (Adm2).
2022-0689-GIN,2022,0689,FL-2022-000305,Natural,Hydrological,Flood,,,,Guinea,GIN,Western Africa,Africa,Kankan,Heavy rains,,,,,,,,Km2,,,,,2022,8,25,2022,8,26,,,49536,,49536,,,,,,,,1,40703,,Kankan (Adm1).
2022-0407-GRC,2022,0407,,Natural,Climatological,Wildfire,,,,Greece,GRC,Southern Europe,Europe,"Portes village in Achaia Region (north-west Peloponnese Peninsula); Delphi municipality (central Greece); Itea; Amfissa; East Macedonia & Thrace, Epirus, Central Greece, North Aegean, Ionian Islands",High temperatures and increased wind intensity,,,,,Yes,,,Km2,,,,,2022,7,3,2022,7,23,,,55000,,55000,,,,,,,,,,,
2022-0647-GTM,2022,0647,TC-2022-000343,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Julia',Guatemala,GTM,Central America,Americas,"Alta Verapaz, Izabal, Quiché, Huehuetenango, Zacapa, Petén, Chimaltenango, Totonicapán, Sacatepéquez, Jalapa, Guatemala, Sololá, San Marcos, Quetzaltenango, Chiquimula",,,,,,,,,Kph,,,,,2022,10,9,2022,10,10,4,11,457300,,457311,,,,,,,,1,64821;64823;64824;64827;64828;64829;64832;64833;64834;64836;64837;64838;64839;64840;64841,,"Alta Verapaz, Chimaltenango, Chiquimula, Guatemala, Huehuetenango, Izabal, Jalapa, Petén, Quetzaltenango, Quiché, Sacatepéquez, San Marcos, Solola, Totonicapan, Zacapa (Adm1)."
2022-0375-GUY,2022,0375,,Natural,Hydrological,Flood,,,,Guyana,GUY,South America,Americas,"Mahaica-Berbice, Upper Demerara-Upper Berbice, Cuyuni-Mazaruni, and Upper Takutu-Upper Essequibo Regions",Heavy rains,,,,,,,,Km2,,,,"Rupununi, Berbice Rivers",2022,5,15,2022,6,2,,,500,,500,,,,,,,,1,1399;1403;1406;1407,,"Cuyuni/mazaruni (region N°7), Mahaica Berbice (region N°5), Upper Demerara/berbice (region N°10), Upper Takutu/upper Essequibo (region N°9) (Adm1)."
2022-0647-HND,2022,0647,TC-2022-000343,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Julia',Honduras,HND,Central America,Americas,,,,,,,,,,Kph,,,,,2022,10,9,2022,10,9,5,,144000,,144000,,,,,,,,,,,
2022-0655-HND,2022,0655,,Natural,Hydrological,Flood,,,,Honduras,HND,Central America,Americas,"Santa Bárbara, Copàn, Cortés, Olancho, Colón, Yoro, Paraíso, Ocotepeque, Lempira, Intibucá, Comayagua, La Paz, Francisco Morazán, Valle, and Choluteca Departments",,,,,,,,,Km2,,,,Ulùa River,2022,7,2,2022,9,28,9,,76657,,76657,,,,,,,,1,1421;1422;1423;1424;1425;1426;1428;1430;1431;1433;1434;1435;1436;1437;1438,,"Choluteca, Colon, Comayagua, Copan, Cortes, Francisco Morazan, Intibuca, La Paz, Lempira, Ocotepeque, Olancho, Paraiso, Santa Barbara, Valle, Yoro (Adm1)."
2022-0643-HTI,2022,0643,,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Haiti,HTI,Caribbean,Americas,Port-au-Prince; Centre Department (Mirebalais),,,,,,Yes,,,Vaccinated,,,,,2022,10,1,2022,10,24,33,960,,,960,,,,,,,,,,,
2022-0595-IDN,2022,0595,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Mentawai Islands Regency, (West Sumatra Province)",,,,,,,,6,Richter,,,06:10,,2022,9,11,2022,9,11,,3,6000,,6003,,,,,,,,,,,
2022-0755-IDN,2022,0755,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Cianjur, Sukabumi, Bogor districts (West Java Province)",,,,,,Yes,,6,Richter,-6.853,107.095,13:21,,2022,11,21,2022,11,21,334,4645,2200000,,2204645,,,,,,,,2,,18008;18010;18026,"Bogor, Cianjur, Sukabumi (Adm2)."
2022-0787-IDN,2022,0787,,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Semeru,Indonesia,IDN,South-Eastern Asia,Asia,East Java Province,,,,,,,,,,,,02:46,,2022,12,4,2022,12,5,,,2489,,2489,,,,,,,,,,,
2022-0144-IDN,2022,0144,,Natural,Geophysical,Volcanic activity,Pyroclastic flow,,Mount Merapi,Indonesia,IDN,South-Eastern Asia,Asia,Special Region of Yogyakarta,,,,,,,,,,,,,,2022,3,6,2022,3,10,,,253,,253,,,,,,,,,,,
2022-0732-IDN,2022,0732,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Batu Bara Regency (North Sumatra),Heavy rains,,,,,,,,Km2,,,,,2022,11,8,2022,11,10,,,,,,,,,,,,,,,,
2022-0395-IND,2022,0395,,Natural,Hydrological,Landslide,Landslide,,,India,IND,Southern Asia,Asia,"Tapul village (Noney District, Manipur State); Mumbai",Heavy rains,,,,,,,,,,,,,2022,6,30,2022,7,6,67,,,,,,,,,,,,1;2,1500,70184,Manipur (Adm1). Mumbai city (Adm2).
2022-0798-IND,2022,0798,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Mandous',India,IND,Southern Asia,Asia,Tamil Nadu,,,,,,,,,Kph,,,,,2022,12,9,2022,12,9,,,,,,,,,,,,,1,1508,,Tamil Nadu (Adm1).
2022-0248-IND,2022,0248,,Natural,Meteorological,Extreme temperature,Heat wave,,,India,IND,Southern Asia,Asia,"Maharashtra State, West Rajasthan",,,,,,,,45,°C,,,,,2022,3,,2022,4,,25,,,,,,,,,,,,,,,
2022-0590-IND,2022,0590,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,Uttar Pradesh,Monsoonal rains,,,,,,,,Km2,,,,,2022,9,18,2022,9,24,,,,,,,,,,,,,1,70081,,Uttar Pradesh (Adm1).
2022-0402-IRN,2022,0402,EQ-2022-000256,Natural,Geophysical,Earthquake,Ground movement,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kooshk, Konkh, Berke Seflin, Saye Khosh, Gavmiri, Chahderaz, Tang Sim, Doab, Basaeidoo, Chah Sahrghi, Gooran, Sayeh Khosh (Hormozgan Province)",,,,,,,,6,Richter,26.899,55.321,02:02,,2022,7,2,2022,7,2,5,84,22216,,22300,,,,,142000,,,1,1548,,Hormozgan (Adm1).
2022-0634-IRN,2022,0634,EQ-2022-000326,Natural,Geophysical,Earthquake,Ground movement,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Khoy, Salmas, Chaypareh (Khoy County, West Azerbaijan Province)",,,,,,,,6,Richter,38.493,45.038,03:51,,2022,10,5,2022,10,5,,1127,11288,150,12565,,,,,,,,2,,41005,Khoy (Adm2).
2022-0259-IRQ,2022,0259,,Natural,Meteorological,Storm,Convective storm,Sand/Dust storm,,Iraq,IRQ,Western Asia,Asia,"Najaf City (Najaf Governorate), Anbar",,,,,,,,,Kph,,,,,2022,5,1,2022,5,4,1,5000,,,5000,,,,,,,,1,1564;1568,,"Anbar, Najaf (Adm1)."
2022-9405-ITA,2022,9405,,Natural,Climatological,Drought,Drought,,,Italy,ITA,Southern Europe,Europe,"Émilie-Romagne, Frioul-Vénétie Julienne, Lombardie, Vénétie et dans le Piémont",Lack of rain,,,,,Yes,,,Km2,,,,,2022,6,,2022,12,,,,,,,,,,,,,,,,,
2022-0401-ITA,2022,0401,,Natural,Climatological,Glacial lake outburst,,,,Italy,ITA,Southern Europe,Europe,"Marmolada mountain (Dolomite Alps range), between Trento Province in the Trentino-South Tyrol Region and Belluno Province in Veneto Region",,,,,,,,,,,,,,2022,7,3,2022,7,3,12,,,,,,,,,,,,,,,
2022-0153-JPN,2022,0153,,Natural,Geophysical,Earthquake,Ground movement,,,Japan,JPN,Eastern Asia,Asia,Fukushima Prefecture,,,,,,,,7,Richter,37.702,141.587,23:36,,2022,3,16,2022,3,16,3,183,558,,741,,,2800000,,8800000,,,,,,
2022-0604-JPN,2022,0604,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Nanmadol',Japan,JPN,Eastern Asia,Asia,"Kagoshima, Kyushu Isl.",,,,,,,,175,Kph,,,,,2022,9,18,2022,9,20,4,140,1200,,1340,,,,,,,,1,1667,,Kagosima (Adm1).
2022-0423-JPN,2022,0423,,Natural,Meteorological,Extreme temperature,Heat wave,,,Japan,JPN,Eastern Asia,Asia,"Gunma, Tochigi, Yamanashi, Aichi, Tokyo",,,,,,,,37,°C,,,,,2022,6,20,2022,7,1,27,14300,,,14300,,,,,,,,1,1659,,Gunma (Adm1).
2022-0496-JPN,2022,0496,,Natural,Hydrological,Flood,,,,Japan,JPN,Eastern Asia,Asia,"Aomori, Akita, Iwate, Ishikawa, Yamagata, Niigata, Fukui and Fukushima",Heavy rains,,,,,,,,Km2,,,,,2022,8,2,2022,8,8,,,11100,,11100,,,,,,,,1,1652;1653;1664;1665;1678;1695,,"Akita, Aomori, Isikawa, Iwate, Niigata, Yamagata (Adm1)."
2022-0470-KGZ,2022,0470,,Natural,Meteorological,Extreme temperature,Heat wave,,,Kyrgyzstan,KGZ,Central Asia,Asia,"Osh, Kara-Suu town, Jalalabad city, Kadamjay district in Batken oblast",,,,,,,,41,°C,,,,,2022,7,18,2022,7,25,,,13850,,13850,,,,,,,,1;2,1748,18593;18620,"Jalal-Abad (Adm1). Kadamjay, Kara-Suu (Adm2)."
2022-0613-KHM,2022,0613,TC-2022-000318,Natural,Meteorological,Storm,Convective storm,Storm/Surge,Tropical cyclone 'Noru' (Karding),Cambodia,KHM,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,2022,9,28,2022,9,29,16,,,,,,,,,,,,,,,
2022-0666-KHM,2022,0666,,Natural,Hydrological,Flood,,,,Cambodia,KHM,South-Eastern Asia,Asia,"Meanchey, Oddar Meanchey Province",Heavy rains,,,,,,,,Km2,,,,,2022,9,1,2022,10,13,15,,167770,,167770,,,,,,,,1,804,,Otdar Meanchey (Adm1).
2022-0423-KOR,2022,0423,,Natural,Meteorological,Extreme temperature,Heat wave,,,Korea (the Republic of),KOR,Eastern Asia,Asia,,,,,,,,,,°C,,,,,2022,7,1,2022,7,2,2,355,,,355,,,,,,,,,,,
2022-0500-KOR,2022,0500,,Natural,Hydrological,Flood,,,,Korea (the Republic of),KOR,Eastern Asia,Asia,"Seoul area, Incheon, Gangwon and Gyeongg provinces",Heavy rains,,,,,,,,Km2,,,,,2022,8,7,2022,8,10,19,18,11400,,11418,,,,,,,,1,2436;2443,,"Inchon, Seoul (Adm1)."
2022-0594-LBN,2022,0594,EP-2022-000310,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Lebanon,LBN,Western Asia,Asia,Akkar Governorate,,,,,,,,,Vaccinated,,,,,2022,10,,2022,10,25,,803,,,803,,,,,,,,,,,
2022-0282-LBR,2022,0282,EP-2022-000208,Natural,Biological,Epidemic,Viral disease,,Measles,Liberia,LBR,Western Africa,Africa,"Montserrado, Bong, Margibi, Nimba, Lofa, Grand Cape Mount, Bomi and Grand Bassa",,,,,,,,,Vaccinated,,,,,2022,4,21,2022,7,20,74,5528,,,5528,,,,,,,,1,1814;1815;1817;1818;1821;1822;1824;1825,,"Bomi, Bong, Grand Bassa, Grand Cape Mount, Lofa, Margibi, Montserrado, Nimba (Adm1)."
